vsid,weight,gender,age_group4,education,income,region,metro,race,hispanic,pid_base,pid_lean,vote_2024,votechoice_2024
05a123a1-e5a5-4e39-b211-701c1b47caae,2.18289239,Female,50-64,High school graduate or GED,"$75,000 to under $100,000",South,Metropolitan,White,Yes,Independent,The Republican Party,I did not vote,
925003af-703a-4c2c-a3d7-c528f58dd604,0.78303471,Female,30-49,Some high school or less,"Less than $15,000",South,Metropolitan,White,No,Republican,,,
d8fb2930-5886-45f1-8bf2-858f95c5cc15,0.541413515,Female,30-49,4-year or bachelor degree,"$150,000 to under $200,000",Northeast,Metropolitan,White,No,Independent,The Democratic Party,I voted,Kamala Harris
196371d1-ec47-4599-8b73-058ce732fc91,0.872703496,Female,30-49,"Some college, no degree","More than $200,000",West,Metropolitan,White,Yes,Republican,,I voted,Donald Trump
bb9de59c-180f-41c2-b60f-8b69f35c341e,2.277433171,Female,18-29,Some high school or less,"Less than $15,000",South,Non-metro,White,Yes,Other or none,The Republican Party,I was not registered to vote,
244bc45d-730f-4770-bc3a-1ff996fb1f79,0.469956159,Female,30-49,High school graduate or GED,"Less than $15,000",South,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
a7b9b909-ddbd-44b1-87e7-24067a03003f,0.576729771,Female,30-49,2-year or associate degree,"$75,000 to under $100,000",West,Metropolitan,White,No,Independent,Neither,I voted,Donald Trump
62a588f0-fce5-4476-9b9b-dccf8ba253e6,1.254632128,Female,30-49,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,White,Yes,Democrat,,I was not registered to vote,
b0ae5625-c133-452e-ba8c-e7d8c2dd055e,0.678116256,Female,30-49,4-year or bachelor degree,"$75,000 to under $100,000",West,Non-metro,White,No,Republican,,I voted,Donald Trump
5697be1f-6471-4e59-b41d-3908a273f14c,0.442894522,Male,50-64,4-year or bachelor degree,"$15,000 to under $50,000",West,Metropolitan,Asian or Asian-American,No,Independent,The Democratic Party,I voted,Kamala Harris
0ccfa673-b6e7-40e4-aabc-d64796555203,0.678116256,Female,30-49,4-year or bachelor degree,"$150,000 to under $200,000",Northeast,Metropolitan,White,No,Republican,,I voted,Donald Trump
43c4891a-d2af-4f31-8823-0a0c1885520b,0.522820636,Female,30-49,Post-graduate degree,"$75,000 to under $100,000",South,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
ef8d8a0c-fb14-4465-9446-28d529a1e3af,1.707280073,Female,30-49,High school graduate or GED,"$50,000 to under $75,000",South,Metropolitan,White,No,Independent,The Democratic Party,I did not vote,
6ef422be-4ea8-4fcc-b3a9-0b7887abdd9b,0.469956159,Female,30-49,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
47e79002-ae29-41bb-8a5b-bead1a42f38a,1.137131175,Female,50-64,4-year or bachelor degree,"$75,000 to under $100,000",South,Metropolitan,White,No,Independent,Neither,I was not registered to vote,
dfc87509-116f-4e29-9743-628fd3751efc,1.016212303,Male,50-64,4-year or bachelor degree,"$75,000 to under $100,000",South,Metropolitan,White,Yes,Republican,,I voted,Donald Trump
1fd8c5e0-6549-40d9-8714-945058aedb8f,0.719206367,Male,50-64,"Some college, no degree","$50,000 to under $75,000",Northeast,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
0d6390a2-f041-41ca-bf61-d7e3a4df60e8,0.422818744,Other,50-64,Post-graduate degree,"$15,000 to under $50,000",South,Metropolitan,Mixed race,No,Democrat,,I voted,Kamala Harris
981a6285-cc05-473e-a17b-79452e16d44e,3.027971992,Male,30-49,High school graduate or GED,"$50,000 to under $75,000",West,Metropolitan,Some other race,Yes,Republican,,I did not vote,
83ee1d20-84f2-4cc9-83ed-004cbe47be66,1.196898558,Male,30-49,High school graduate or GED,"$15,000 to under $50,000",Midwest,Non-metro,White,No,Democrat,,I voted,Someone else
17d1eda1-8446-4919-b792-26fb1b7f8802,0.656209215,Female,30-49,Post-graduate degree,"$150,000 to under $200,000",West,Metropolitan,Asian or Asian-American,No,Democrat,,I voted,Kamala Harris
c7c0069a-fd22-4672-a950-ce73abbd67b6,0.324145139,Female,50-64,4-year or bachelor degree,"$15,000 to under $50,000",Midwest,Metropolitan,White,No,Other or none,Neither,I voted,Kamala Harris
3eac8d8e-f12d-4b97-b07d-aa6e30a7889e,0.327879228,Female,50-64,2-year or associate degree,"Less than $15,000",South,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
894ada33-edb7-4269-9fd1-8a2a1e95a730,0.705699668,Female,50-64,Post-graduate degree,"$75,000 to under $100,000",Northeast,Metropolitan,White,No,Republican,,I voted,Donald Trump
afab6613-5b51-4ef7-84a0-5759d9218ce2,0.645318841,Male,30-49,Post-graduate degree,"More than $200,000",West,Metropolitan,White,No,Other or none,The Republican Party,I voted,Donald Trump
f42a601a-f415-4005-af37-5e528b4d5036,2.062192574,Female,18-29,4-year or bachelor degree,"$100,000 to under $150,000",Northeast,Metropolitan,White,No,Independent,The Democratic Party,I did not vote,
ce922813-807e-484f-b6ae-026088507269,1.452538114,Female,50-64,4-year or bachelor degree,"More than $200,000",Midwest,Metropolitan,White,Yes,Democrat,,I did not vote,
bbb3664e-41c1-4d4f-aaa2-51f7d887b21d,1.340569482,Female,18-29,"Some college, no degree","$50,000 to under $75,000",West,Metropolitan,White,No,Republican,,I voted,Donald Trump
8803ddc3-eeef-4db2-b5d4-5f44e8cf3351,1.926144719,Male,30-49,2-year or associate degree,"$50,000 to under $75,000",South,Metropolitan,Asian or Asian-American,No,Republican,,I did not vote,
f1e4e729-3aea-4fa6-a1d5-cdf9f6294a9c,0.843992404,Female,50-64,"Some college, no degree","Less than $15,000",South,Metropolitan,White,No,Republican,,I did not vote,
f9d721fe-a67d-427f-8afc-5f62eb6f9521,0.701041399,Female,65+,Post-graduate degree,"$50,000 to under $75,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
a176058e-a20f-45d9-a094-377df7383749,0.824311419,Male,30-49,4-year or bachelor degree,"$50,000 to under $75,000",West,Metropolitan,Mixed race,Yes,Democrat,,I voted,Donald Trump
bb68cb99-8e6b-4d45-86f2-8c93fb0a62a3,0.469956159,Female,30-49,High school graduate or GED,"Less than $15,000",Midwest,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
d65431d7-1d2e-4b7e-b7b2-b3c83819d22d,0.819263182,Female,30-49,Post-graduate degree,"$75,000 to under $100,000",Midwest,Metropolitan,White,Yes,Republican,,I voted,Kamala Harris
747ec25a-6598-414c-aca1-b26dada11cd4,0.569927012,Female,50-64,2-year or associate degree,"$150,000 to under $200,000",South,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
739d870a-8c49-4351-b6af-7762bdd7e6bb,0.611587623,Female,30-49,2-year or associate degree,"$15,000 to under $50,000",Midwest,Metropolitan,Black or African-American,No,Independent,Neither,I did not vote,
75eb1c30-c782-4b93-9678-82c1312cc867,0.507677867,Female,65+,"Some college, no degree","$15,000 to under $50,000",West,Metropolitan,White,Yes,Independent,The Republican Party,I voted,Donald Trump
c7056bba-197d-40ac-9699-dff8d992789d,1.255818826,Female,50-64,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,White,Yes,Independent,Neither,I was not registered to vote,
b3f20cb9-58f7-4fd0-b78f-e2fa8c9d9d1b,1.305210246,Female,18-29,4-year or bachelor degree,"$50,000 to under $75,000",Northeast,Metropolitan,Black or African-American,Yes,Democrat,,I voted,Kamala Harris
8cc78dc1-4af6-4e79-a19e-bcb515f76bd2,0.7503551,Male,18-29,"Some college, no degree","$15,000 to under $50,000",Midwest,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
01d88cd1-9c75-48f6-a685-20b580c5b7b7,0.827127862,Male,50-64,4-year or bachelor degree,"$75,000 to under $100,000",West,Metropolitan,White,No,Republican,,I voted,Donald Trump
e40a6602-f39a-41c2-9d37-7b41522b12b1,1.11280595,Female,18-29,"Some college, no degree","$50,000 to under $75,000",Northeast,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
381ad47c-964d-4ad6-a620-587fd50b2942,1.151203684,Male,30-49,High school graduate or GED,"Less than $15,000",Midwest,Non-metro,White,No,Other or none,Neither,I did not vote,
bfa7c666-a468-452a-b4af-695fb5034614,1.237889154,Male,50-64,Post-graduate degree,"$50,000 to under $75,000",Northeast,Metropolitan,Black or African-American,No,Other or none,The Democratic Party,I did not vote,
3bfa1509-62cf-4520-905a-f7c1beb3f18c,0.66038559,Male,50-64,4-year or bachelor degree,"$50,000 to under $75,000",Northeast,Metropolitan,White,No,Independent,The Democratic Party,I voted,Kamala Harris
c4109664-45ea-42ce-ae3f-9c0e2ae55835,0.860690809,Male,65+,"Some college, no degree","$75,000 to under $100,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
e5d504ae-3a0c-494b-89f9-94d4dac3ad29,1.130144965,Male,65+,4-year or bachelor degree,"Less than $15,000",Midwest,Metropolitan,White,No,Republican,,I voted,Someone else
f4f9b486-364f-4392-8b8c-819f151a6527,1.188658282,Female,18-29,4-year or bachelor degree,"$100,000 to under $150,000",South,Metropolitan,Black or African-American,No,Republican,,I voted,Donald Trump
070009b3-9fbe-4b6b-be80-f6099ab674c0,2.098022827,Male,18-29,Some high school or less,"$15,000 to under $50,000",South,Metropolitan,Black or African-American,No,Democrat,,I was not registered to vote,
bb1a16a1-60c8-48a9-a17d-238d767b1b73,0.841118536,Female,30-49,"Some college, no degree","$15,000 to under $50,000",South,Non-metro,White,Yes,Democrat,,I did not vote,
ca6c90e7-64de-4072-b645-e2c80631b246,0.611587623,Female,30-49,"Some college, no degree","Less than $15,000",South,Metropolitan,Black or African-American,No,Independent,Neither,I did not vote,
db5b6ff6-2ee2-462c-a6a4-6d5640bef0ac,0.803172311,Male,50-64,"Some college, no degree","$15,000 to under $50,000",West,Metropolitan,White,No,Independent,The Democratic Party,I did not vote,
8bded479-4660-49a0-b821-de31c9330891,1.332794842,Male,50-64,4-year or bachelor degree,"$50,000 to under $75,000",Northeast,Metropolitan,White,No,Independent,Neither,I did not vote,
f5692d94-8dba-4ce5-889c-a5fdd16ebe34,1.573473175,Male,30-49,4-year or bachelor degree,"$75,000 to under $100,000",Northeast,Metropolitan,Mixed race,Yes,Independent,The Republican Party,I did not vote,
94f7deb8-b1ec-49d5-871b-229224111e9a,0.739758372,Male,30-49,Post-graduate degree,"$100,000 to under $150,000",West,Metropolitan,Pacific Islander,No,Independent,The Democratic Party,I voted,Kamala Harris
abfdb7cc-ac9b-403c-9419-695d9e991b24,0.634343565,Female,50-64,High school graduate or GED,"$15,000 to under $50,000",Northeast,Metropolitan,White,No,Republican,,I voted,Donald Trump
841d1d2b-97fd-4ba2-813f-65fb4e29e72b,1.03685268,Male,65+,"Some college, no degree","$75,000 to under $100,000",Midwest,Metropolitan,White,No,Republican,,I voted,Donald Trump
27f8585a-0875-4c56-b0da-1d22b21ff05e,0.563436335,Female,50-64,4-year or bachelor degree,"$50,000 to under $75,000",Northeast,Metropolitan,White,No,Independent,The Democratic Party,I voted,Kamala Harris
e1565d2f-63dc-4c47-a7c4-95e7ed0daa50,0.77232709,Female,30-49,4-year or bachelor degree,"$15,000 to under $50,000",West,Metropolitan,White,Yes,Independent,The Democratic Party,I voted,Someone else
c18dae70-6367-4bed-af41-6cd72ea41a1d,0.590195119,Female,50-64,"Some college, no degree","$50,000 to under $75,000",Northeast,Metropolitan,White,No,Independent,The Democratic Party,I voted,Kamala Harris
4cadc633-5a23-4751-a629-cb7dad618fd4,1.577357346,Male,30-49,Post-graduate degree,"More than $200,000",Northeast,Metropolitan,White,No,Republican,,I voted,Someone else
2a378f9f-6904-49ec-a4c8-036ed994e2c5,0.659761552,Male,30-49,4-year or bachelor degree,"More than $200,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
6e33855b-24bd-43ff-b205-fe1cf3ea71f0,0.502066655,Female,30-49,2-year or associate degree,"$15,000 to under $50,000",South,Metropolitan,Black or African-American,Yes,Republican,,I voted,Donald Trump
e09fd374-7ab7-42da-9abe-3cebcce59fda,1.03685268,Male,65+,"Some college, no degree","$50,000 to under $75,000",Midwest,Metropolitan,White,No,Republican,,I voted,Donald Trump
245aefda-4897-4488-a68b-a6f3b6aeb350,0.705699668,Female,50-64,Post-graduate degree,"$50,000 to under $75,000",Midwest,Non-metro,White,No,Republican,,I voted,Donald Trump
ad192af6-8d4a-485d-b1c8-fcefd6cd2410,0.732820364,Female,30-49,4-year or bachelor degree,"Less than $15,000",South,Metropolitan,Mixed race,No,Independent,Neither,I did not vote,
c0d29cb5-96f6-44f8-8bd6-8cc7b3cf7fc8,0.547650493,Female,30-49,2-year or associate degree,"$50,000 to under $75,000",Northeast,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
460a4bbe-e493-411a-86c5-ae769c64a2ca,0.469956159,Female,30-49,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
0a7d6153-66a4-4e1f-b592-54da7c8c5c2f,0.926541661,Male,30-49,4-year or bachelor degree,"$75,000 to under $100,000",West,Metropolitan,Asian or Asian-American,No,Republican,,I voted,Donald Trump
174cf0c9-c732-425b-b84e-2e278ba4506b,1.541690138,Female,18-29,High school graduate or GED,"$100,000 to under $150,000",Northeast,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
570ee9e1-9cfb-4d30-b2e0-2685c251b437,0.678116256,Female,30-49,4-year or bachelor degree,"$100,000 to under $150,000",South,Metropolitan,White,No,Republican,,I voted,Donald Trump
9993a1c3-d48a-4a17-9fc1-01fe70ff0689,0.982198878,Female,30-49,High school graduate or GED,"Less than $15,000",South,Metropolitan,White,No,Independent,The Republican Party,I did not vote,
3b688803-f95a-47da-9687-3e898795375b,0.719206367,Male,50-64,"Some college, no degree","$100,000 to under $150,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
f29e7e54-6b8f-448f-89f2-7495ee2865b3,0.663559655,Male,30-49,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,Black or African-American,No,Republican,,I voted,Donald Trump
6e563814-b7c9-4df5-9d20-18787c830652,0.957448495,Male,30-49,High school graduate or GED,"$50,000 to under $75,000",South,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
3803939a-87ab-4759-b9a7-a89db444da86,0.494910005,Female,30-49,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,White,No,Independent,The Republican Party,I voted,Donald Trump
d1a49257-bc09-4019-b37e-e4c4af1fe1db,0.989842945,Male,65+,Post-graduate degree,"$150,000 to under $200,000",Midwest,Non-metro,White,No,Republican,,I voted,Donald Trump
49eb2cc8-2539-4c52-af6f-57a78f8a1db8,1.682488938,Male,,,,,,,,,,I voted,Someone else
78b27c8e-21f5-4081-ba66-8b06f330417b,0.685992682,Male,65+,High school graduate or GED,"Less than $15,000",South,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
934f5cec-b549-424d-9aa1-21e77641e77d,0.816665841,Male,30-49,2-year or associate degree,"$50,000 to under $75,000",South,Metropolitan,White,Yes,Independent,The Democratic Party,I voted,Kamala Harris
58721d07-71c7-4c75-a561-9ea222557f08,0.637707046,Male,50-64,4-year or bachelor degree,"$100,000 to under $150,000",Northeast,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
0f6237cf-b2f9-474c-a9e4-afc52bf97ba5,1.111669777,Male,30-49,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,Black or African-American,No,Democrat,,I did not vote,
5e7bad4a-803d-43ca-ade6-d972e2a30884,0.716822164,Male,30-49,"Some college, no degree","$15,000 to under $50,000",Midwest,Metropolitan,Black or African-American,No,Independent,Neither,I did not vote,
2063e9a5-1351-4f8e-9af2-429659e296a7,0.710321431,Female,30-49,2-year or associate degree,"$50,000 to under $75,000",South,Metropolitan,White,No,Republican,,I voted,Donald Trump
7f8bc675-56e1-457c-bc11-9885759b7a4d,0.844527031,Female,65+,4-year or bachelor degree,"$75,000 to under $100,000",South,Metropolitan,White,No,Republican,,I voted,Donald Trump
59d292af-3f22-40c6-8328-be5c053d6627,0.821668055,Male,65+,4-year or bachelor degree,"$75,000 to under $100,000",Northeast,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
ac445b6d-267d-4c47-8672-597b47811515,0.809006537,Female,30-49,2-year or associate degree,"$15,000 to under $50,000",Midwest,Metropolitan,White,Yes,Independent,Neither,I did not vote,
af2821e3-3def-4388-aca3-e0f28c626224,0.634343565,Female,50-64,Some high school or less,"Less than $15,000",South,Metropolitan,White,No,Republican,,I voted,Donald Trump
c5c990d8-96fc-4deb-85ea-769202b83701,1.124531913,Female,50-64,High school graduate or GED,"$50,000 to under $75,000",Northeast,Metropolitan,Some other race,Yes,Democrat,,I voted,Kamala Harris
5a341682-be62-4060-82f8-1b9b34945f59,0.790518821,Female,30-49,Post-graduate degree,"$75,000 to under $100,000",South,Metropolitan,Asian or Asian-American,No,Republican,,I voted,Donald Trump
655b99b7-3edc-4f95-b8a7-cbaee87d2894,0.379920082,Male,50-64,Post-graduate degree,"$15,000 to under $50,000",Midwest,Metropolitan,White,No,Independent,The Republican Party,I voted,Kamala Harris
3af93b82-1ced-492f-8f19-06344dc216ac,0.989842945,Male,65+,4-year or bachelor degree,"$100,000 to under $150,000",South,Metropolitan,White,No,Republican,,I voted,Donald Trump
214f4488-f6d1-4067-9cd0-e8651b9be397,0.413759698,Male,50-64,2-year or associate degree,"Less than $15,000",South,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
08be38a0-4f44-40a8-b730-d1aa95fef3ea,0.790298631,Male,65+,4-year or bachelor degree,"More than $200,000",Midwest,Metropolitan,White,No,Independent,Neither,I voted,Kamala Harris
6cfb323d-7810-48e7-a119-d0967975b3d2,1.059532099,Female,30-49,High school graduate or GED,"$50,000 to under $75,000",South,Metropolitan,White,No,Republican,,I voted,Donald Trump
d1453841-d95d-4b2a-b3f7-84b7829db340,0.562903911,Female,30-49,Post-graduate degree,"$100,000 to under $150,000",South,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
44313990-c313-463b-a8df-39ccc81517a9,1.03685268,Male,65+,"Some college, no degree","$50,000 to under $75,000",Northeast,Metropolitan,White,No,Republican,,I voted,Donald Trump
0db1d2b6-3371-4530-8c84-41afbdc7c757,0.508931087,Female,65+,2-year or associate degree,"$15,000 to under $50,000",Northeast,Metropolitan,White,No,Republican,,I voted,Donald Trump
8d805ecb-2808-46ed-80f0-32249736764a,1.305210246,Female,18-29,Post-graduate degree,"$50,000 to under $75,000",West,Metropolitan,White,Yes,Democrat,,I voted,Kamala Harris
c2514256-1f28-407f-865e-b3c64d487341,0.659761552,Male,30-49,4-year or bachelor degree,"$150,000 to under $200,000",Northeast,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
0c5c6d80-9ec4-416f-a023-8839d47d5412,0.651121626,Female,65+,Post-graduate degree,"$75,000 to under $100,000",South,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
494af3da-6f63-490a-85a2-7025c0abddae,0.858171724,Female,30-49,2-year or associate degree,"$75,000 to under $100,000",South,Metropolitan,White,Yes,Republican,,I voted,Kamala Harris
937bda44-5e7c-42d9-89b9-ae050636bdd3,0.659761552,Male,30-49,Post-graduate degree,"$50,000 to under $75,000",,,White,No,Democrat,,I voted,Kamala Harris
d52dfc77-7722-43d6-bede-52a5c618e136,3.111449879,Female,18-29,High school graduate or GED,"$50,000 to under $75,000",Northeast,Metropolitan,Black or African-American,No,Democrat,,I did not vote,
36e3a0f1-ed52-48b6-8d16-fdf786fb25a4,0.714433019,Male,30-49,High school graduate or GED,"Less than $15,000",West,Metropolitan,White,No,Republican,,I voted,Donald Trump
06ae6ed6-3521-4d09-8f4c-08bd677458d8,0.889755984,Male,65+,High school graduate or GED,"$15,000 to under $50,000",Midwest,Metropolitan,White,No,Republican,,I voted,Donald Trump
5bde634a-d92c-4c2e-83ba-dfefb924ba6c,1.775047357,Female,30-49,High school graduate or GED,"$50,000 to under $75,000",South,Metropolitan,White,No,Democrat,,I did not vote,
54c44ba3-9163-4d16-bc30-a449c280c829,1.546593766,Male,65+,High school graduate or GED,"$50,000 to under $75,000",West,Metropolitan,White,No,Republican,,I voted,Donald Trump
513b81ed-0b2b-4a51-aac8-7fe3875ab104,0.746314982,Female,18-29,2-year or associate degree,"$15,000 to under $50,000",West,Metropolitan,Mixed race,No,Democrat,,I voted,Kamala Harris
2697ce42-31c5-45c7-bed8-9184725dbb3f,0.800406893,Male,50-64,Post-graduate degree,"More than $200,000",Northeast,Metropolitan,Asian or Asian-American,No,Democrat,,I voted,Kamala Harris
86193037-22ea-4efa-a901-014eba3b2d9a,0.842447422,Female,65+,Post-graduate degree,"$100,000 to under $150,000",South,Metropolitan,White,Yes,Other or none,Neither,I voted,Donald Trump
403274d3-44fa-4a7d-9c7a-105dc567aa2d,0.469956159,Female,30-49,Some high school or less,"Less than $15,000",South,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
d128d63e-631b-4958-9160-6aa58d845a7c,1.332794842,Male,50-64,4-year or bachelor degree,"$50,000 to under $75,000",South,Metropolitan,White,No,Independent,Neither,I did not vote,
00c2c7bb-1a31-4bf9-8994-14c15622ba46,1.396092088,Male,50-64,"Some college, no degree","More than $200,000",West,Metropolitan,White,No,Other or none,Neither,I did not vote,
a4186efc-f871-4a83-b74a-b796b68d35dd,1.462051066,Female,30-49,"Some college, no degree","$50,000 to under $75,000",West,Metropolitan,White,Yes,Democrat,,I did not vote,
8f5a967d-6357-4182-b024-93e432c93b0b,0.803199903,Other,18-29,2-year or associate degree,"$15,000 to under $50,000",West,Metropolitan,Mixed race,No,Democrat,,I voted,Kamala Harris
9ac8af50-7760-499a-afe4-7c6b6b0b13b6,0.739214838,Female,50-64,2-year or associate degree,"$75,000 to under $100,000",Northeast,Metropolitan,White,No,Republican,,I voted,Donald Trump
af59c8b2-4fc1-45fb-a338-128fe2cee6d1,0.526568225,Female,50-64,High school graduate or GED,"$15,000 to under $50,000",Northeast,Non-metro,White,No,Democrat,,I voted,Kamala Harris
eab7ad5e-4f8a-409b-a937-be53fcfcb13f,1.332794842,Male,50-64,4-year or bachelor degree,"More than $200,000",South,Metropolitan,White,No,Independent,Neither,I voted,Someone else
230d9a64-37f7-4682-8b26-54e1db321368,0.659761552,Male,30-49,Post-graduate degree,"$150,000 to under $200,000",Northeast,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
52819111-9623-416c-87b5-d9e36670f2b8,0.498799918,Female,50-64,4-year or bachelor degree,"$15,000 to under $50,000",South,Metropolitan,Mixed race,Yes,Republican,,I voted,Donald Trump
16b02c69-7cfa-48a1-89e7-dc52938863f9,1.38303108,Female,18-29,4-year or bachelor degree,"$15,000 to under $50,000",South,Metropolitan,Mixed race,No,Independent,Neither,I voted,Someone else
743c8f1a-d4e8-4572-aaa6-a51d5e9279ab,0.659761552,Male,30-49,Post-graduate degree,"$50,000 to under $75,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
b5d28ad4-8a95-4cd8-8d9d-85acfc88b6b2,1.585708032,Female,30-49,High school graduate or GED,"$50,000 to under $75,000",Midwest,Metropolitan,Black or African-American,No,Other or none,Neither,I did not vote,
cdf24d14-6e73-4226-8288-c9c9e3223ad6,0.821668055,Male,65+,Post-graduate degree,"$50,000 to under $75,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
975daf31-1dbe-4821-ac87-e3107f362e8a,0.678116256,Female,30-49,4-year or bachelor degree,"$150,000 to under $200,000",Midwest,Non-metro,White,No,Republican,,I voted,Donald Trump
81b69922-78ea-477a-b0a2-fbf6efbb570e,0.572977233,Female,50-64,Post-graduate degree,"$150,000 to under $200,000",South,Metropolitan,White,No,Independent,The Republican Party,I voted,Donald Trump
a24b842f-14ea-4e8b-9f79-01814abc23da,0.803681081,Male,65+,Post-graduate degree,"$75,000 to under $100,000",South,Metropolitan,White,No,Independent,Neither,I voted,Donald Trump
f8156108-e87d-4690-8532-e03e7bca15e2,2.669306101,Male,18-29,High school graduate or GED,"Less than $15,000",West,Metropolitan,Some other race,Yes,Independent,Neither,I was not registered to vote,
4341ab3b-336d-4a11-a2f5-8c31d2f6382d,0.666824642,Female,30-49,4-year or bachelor degree,"$50,000 to under $75,000",South,Metropolitan,White,No,Republican,,I voted,Kamala Harris
7a770e1d-c181-4d26-a4ae-49f35b458725,0.790298631,Male,65+,Post-graduate degree,"More than $200,000",Northeast,Metropolitan,White,No,Independent,Neither,I voted,Kamala Harris
e346f0e1-0e03-4224-9eb8-bd81e5f91b44,0.659761552,Male,30-49,Post-graduate degree,"$50,000 to under $75,000",Northeast,Non-metro,White,No,Democrat,,I voted,Kamala Harris
7852c30a-45b7-4385-ae0e-941de65b6353,0.711426838,Other,,4-year or bachelor degree,"$50,000 to under $75,000",Midwest,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
89e1a529-1db2-4b92-b9ce-7b04380845cc,0.686598359,Male,50-64,Post-graduate degree,"$100,000 to under $150,000",South,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
a95b6489-7f4d-4d33-8753-47bb88c9febf,0.703462361,Male,50-64,2-year or associate degree,"$150,000 to under $200,000",Northeast,Metropolitan,White,No,Independent,Neither,I voted,Donald Trump
76ff9c12-c6dc-44cb-b067-718df7b1b1e3,1.182267467,Female,50-64,Post-graduate degree,"More than $200,000",Northeast,Metropolitan,White,No,Democrat,,I voted,Someone else
b0ad8657-4075-4d3a-a1a1-765001b1d890,1.095351806,Female,65+,High school graduate or GED,"$50,000 to under $75,000",South,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
132bffc9-1fe8-4450-a35d-8e3af7186424,1.03685268,Male,65+,"Some college, no degree","$100,000 to under $150,000",West,Metropolitan,White,No,Republican,,I voted,Donald Trump
0ddcbd3a-d9ec-46dd-8997-cb5a135fcbb6,1.594986255,Male,65+,Post-graduate degree,"$50,000 to under $75,000",South,Metropolitan,White,No,Independent,Neither,I voted,Someone else
7a0eba94-1342-4e5d-bda7-93a5a48e0ccd,0.739758372,Male,30-49,4-year or bachelor degree,"More than $200,000",West,Metropolitan,Asian or Asian-American,No,Independent,Neither,I voted,Kamala Harris
b82ce477-a309-4482-80cf-36b03f80e91d,0.541413515,Female,30-49,4-year or bachelor degree,"$150,000 to under $200,000",South,Metropolitan,White,No,Independent,The Democratic Party,I voted,Kamala Harris
8259e34b-4e5c-442f-9118-c1ac9c29cf7b,0.688024134,Female,50-64,"Some college, no degree","$75,000 to under $100,000",South,Metropolitan,Mixed race,No,Other or none,Neither,I voted,Kamala Harris
37930bb2-449d-4605-a229-7cd7510f5691,0.585800885,Female,50-64,Post-graduate degree,"$150,000 to under $200,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
aa325e9c-f0fc-4562-b1a0-fef3e3415719,1.003356398,Male,65+,"Some college, no degree","$50,000 to under $75,000",West,Metropolitan,Asian or Asian-American,No,Democrat,,I voted,Kamala Harris
e86c2819-55e9-40a4-85c3-986a7f0ab5ca,0.821668055,Male,65+,4-year or bachelor degree,"$100,000 to under $150,000",Northeast,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
7d65d3f1-0bda-4d2d-a340-bfb04675bfcb,2.856230591,Other,18-29,"Some college, no degree","$75,000 to under $100,000",Northeast,Metropolitan,White,Yes,Independent,Neither,I voted,Someone else
d3053561-44ef-4bca-88c0-032818378d87,0.659761552,Male,30-49,4-year or bachelor degree,"$50,000 to under $75,000",Northeast,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
